2018-11-03 22:00:05,b'Flight UA20  #houston to #amsterdam plane  sucks! #UnitedAirlines'
2018-11-03 20:44:53,b'Hey #unitedAIRLINES you totally sold a different plane and this flight is going to suck.... #firstclass always suck\xe2\x80\xa6 https://t.co/s9pRl3d7hE'
2018-11-03 20:35:06,"b'How hard is it to get from IAD to LaGuardia, #unitedAIRLINES? The flight was supposed to take off at 12:30 and here\xe2\x80\xa6 https://t.co/0fJPgLOKC8'"
2018-11-03 19:41:37,b'Fuckin Airports #unitedairlines https://t.co/HUNtXvT1Oa'
2018-11-03 15:46:44,b'A United Airlines Boeing 777-222 on runway 25R during takeoff at LAX. \xf0\x9f\x93\xb7\xf0\x9f\x9b\xab\xf0\x9f\x87\xba\xf0\x9f\x87\xb8 #LAX #LosAngelesInternationalAirport\xe2\x80\xa6 https://t.co/VzYTqjaEDc'
2018-11-03 15:03:39,b'@united Just waited 5 hours on your airplane waiting to take off - just to find out it not going to take off Today.\xe2\x80\xa6 https://t.co/xXk1i6dGkE'
2018-11-03 14:51:51,b'United Airlines Marathon 2018 - NYC. My son John Sowa.  #unitedAIRLINES  https://t.co/KH3WYml0Gv'
2018-11-03 14:51:23,b'@jolim24601 They said all the hotels are booked and left us to fend for ourselves. Rebooked us on a flight back wit\xe2\x80\xa6 https://t.co/7Px5hElmgg'
2018-11-03 14:47:38,b'RT @jolim24601: #unitedAIRLINES cancelled our #TLV -&gt; #EWR flight due to mechanical issues and it looks like we won\xe2\x80\x99t be getting on a plane\xe2\x80\xa6'
2018-11-03 14:06:33,"b'Welcome to #unitedAIRLINES where we equip our aircraft with kiddy belts.  I\xe2\x80\x99m 6 foot 6 and over weight, but I\xe2\x80\x99m not\xe2\x80\xa6 https://t.co/OYIw0rA6N5'"
2018-11-03 14:02:23,b'When you fly first class for the first time and the @united lounge in Chicago won\xe2\x80\x99t  let you in unless you pay. App\xe2\x80\xa6 https://t.co/5rnoC6Pw13'
2018-11-03 13:53:28,"b'United Air Lines Douglas DC-6 Mainliner 300, c.1950 - United Air Lines Postcard | For sale on Delcampe\xe2\x80\xa6 https://t.co/Re0BAozDA9'"
2018-11-03 13:37:03,b'RT @jolim24601: #unitedAIRLINES cancelled our #TLV -&gt; #EWR flight due to mechanical issues and it looks like we won\xe2\x80\x99t be getting on a plane\xe2\x80\xa6'
2018-11-03 13:31:54,b'#unitedAIRLINES cancelled our #TLV -&gt; #EWR flight due to mechanical issues and it looks like we won\xe2\x80\x99t be getting on\xe2\x80\xa6 https://t.co/OoAJe26tfe'
2018-11-03 12:31:04,b'Off to New York for the NYC Marathon. One more day!\n#travelingtrader #nycmarathon #newyorknewyork #nikeplusrunning\xe2\x80\xa6 https://t.co/jPsJSQjB7s'
2018-11-03 12:16:37,b'#foggy #morning at Newark Airport!\n#unitedairlines #instaclouds #instamorning @ Newark Liberty International Airport https://t.co/88tQYBZ5LI'
2018-11-03 10:44:51,b'RT @BhatkhalkarA: #UnitedAirlines has introduced Boeing 777-300ER aircraft on its #Mumbai - #NewYork / #Newark route. The airline has serve\xe2\x80\xa6'
2018-11-03 10:07:07,"b'RT @triciabovey: Going to try this flying again, our flight was #cancelled last night (sad Dino face) Stopped at the #Marriott Crystal Gate\xe2\x80\xa6'"
2018-11-03 10:00:55,"b'Going to try this flying again, our flight was #cancelled last night (sad Dino face) Stopped at the #Marriott Cryst\xe2\x80\xa6 https://t.co/VTe2QgjXsO'"
2018-11-03 04:50:26,b'Check out United Airline BusinessFirst Travel Amenity Kit Nylon Gray Bag https://t.co/6wOB8tQ5V7 \xe2\x81\xa6@eBay\xe2\x81\xa9 #selling\xe2\x80\xa6 https://t.co/t8V1Filjim'
2018-11-03 04:00:44,b'RT @BhatkhalkarA: #UnitedAirlines has introduced Boeing 777-300ER aircraft on its #Mumbai - #NewYork / #Newark route. The airline has serve\xe2\x80\xa6'
2018-11-03 02:59:50,"b""HELP!!!! @united rep Linda Mitchell in Houston is the rudest gate agent I've ever met.  #UnitedAirlines\xe2\x80\xa6 https://t.co/2SC69TuSN4"""
2018-11-03 02:11:45,b'@united @united Almost an hour later and still no call. Airport is no more than 30 minutes from my hotel. Please update #UnitedAirlines'
2018-11-03 01:06:36,"b'#UnitedAirlines \xe2\x80\x94 where is my luggage @united!? It\xe2\x80\x99s been four hours, now! https://t.co/nhb7LT7d9C'"
2018-11-03 00:37:58,b'Used wipes still not removed from #united48 #UnitedAirlines #NewarktoMumbai https://t.co/yKQIVolh1o'
2018-11-03 00:22:07,"b'\xe2\x80\x9cIt\xe2\x80\x99s a 106 miles to Chicago, we\xe2\x80\x99ve got a full tank of gas, half a pack of cigarettes; it\xe2\x80\x99s dark and we\xe2\x80\x99re wearing\xe2\x80\xa6 https://t.co/QsCutK9lGE'"
2018-11-02 23:37:31,b'Just got on a #UnitedAirlines flight and this is what I get to sit in. Joy. https://t.co/USYibkWqBc'
2018-11-02 23:24:31,b'RT @triciabovey: The Dinos decided a flight of beer was the best way to pass the time waiting for a delayed flight! #dinosaurs #dinovember\xe2\x80\xa6'
2018-11-02 23:21:57,b'The Dinos decided a flight of beer was the best way to pass the time waiting for a delayed flight! #dinosaurs\xe2\x80\xa6 https://t.co/xgD2L1Otsu'
2018-11-02 22:44:52,b'I need play by play updates on my luggage #UnitedAirlines. I feel as though @United has not inform or updated the s\xe2\x80\xa6 https://t.co/WY2s4yJdUv'
2018-11-02 22:06:32,b'First colorful view of Chicago while flying #unitedairlines\n.\n.\n.\n.\n.\n.\n#travel #neverstopexploring #chicago\xe2\x80\xa6 https://t.co/ptv53IdByf'
2018-11-02 22:01:45,b'#UnitedAirlines \xe2\x80\x94 what\xe2\x80\x99s the status on my luggage!?'
2018-11-02 21:47:07,b'I will not be flying @united again in the future. Flights are constantly delayed and passengers are not notified un\xe2\x80\xa6 https://t.co/OEDfQY1Lx3'
2018-11-02 21:10:07,b'RT @UnitedFlyerHD: United B777-200ER (N77019) parked in front of a B763 at the Houston IAH old C-north Terminal.  \n#avgeek #Boeing #boeing7\xe2\x80\xa6'
2018-11-02 20:48:42,b'@ndtv I totally see the point here. I\xe2\x80\x99ve been in a similar situation and the #UnitedAirlines staff on the plane ver\xe2\x80\xa6 https://t.co/EyUYZDGB2O'
2018-11-02 20:34:07,"b'#UnitedAirlines, why is there not a direct delivery company &amp;/or service for situations like this? This is such a h\xe2\x80\xa6 https://t.co/NQz6hPj4ah'"
2018-11-02 19:54:21,b'@united THANK YOU so much for taking such good care of me when I got sick and had to change my flight reservations.\xe2\x80\xa6 https://t.co/D928vF8sdy'
2018-11-02 19:42:53,b'MY THIRD DAY WITHOUT MY LUGGAGE; IT IS NOW THE AFTERNOON &amp; #UNITEDAIRLINES HAS YET TO RESOLVE THE ISSUE.'
2018-11-02 19:30:04,b'What a way to start the weekend! Finally got to sit in the new @united Polaris seats! Love it! Just wish the flight\xe2\x80\xa6 https://t.co/xgz4UXGGtQ'
2018-11-02 18:41:32,"b'hey, @united and @Expedia this is absurd. My grandparents (70+) are noticed 2 hours before their flight (EWR-BUF) t\xe2\x80\xa6 https://t.co/nyyfFzc5XQ'"
2018-11-02 18:40:15,b'#UnitedAirlines CEO: Increasing Bag #Fees Will Help \xe2\x80\x9cDe-stress the #Travel Lifestyle\xe2\x80\x9d \nhttps://t.co/nsRAgVQb3F #paxex #avgeek'
2018-11-02 18:18:51,b'Hats off to @united for sorting me out with a quick and easy re-route after a cancellation. Will be home for my bir\xe2\x80\xa6 https://t.co/bT3xrY9GCX'
2018-11-02 17:56:36,"b'@ShewwWheelSnipe @united @BarstoolBigCat Well @ShewwWheelSnipe, #UnitedAirlines haven\xe2\x80\x99t met the wrath of an\xe2\x80\xa6 https://t.co/FSkf0uV7jJ'"
