hour,ym,count
4,01/01/2017,156
4,01/01/2018,132
4,02/01/2013,146
4,02/01/2014,129
4,02/01/2015,134
4,02/01/2016,131
4,02/01/2017,113
4,02/01/2018,126
4,03/01/2013,175
4,03/01/2014,139
4,03/01/2015,136
4,03/01/2016,162
4,03/01/2017,141
4,03/01/2018,120
4,04/01/2013,162
4,04/01/2014,124
4,04/01/2015,124
4,04/01/2016,173
4,04/01/2017,150
4,04/01/2018,11
4,05/01/2013,144
4,05/01/2014,144
4,05/01/2015,149
4,05/01/2016,167
4,05/01/2017,150
4,06/01/2013,160
4,06/01/2014,158
4,06/01/2015,142
4,06/01/2016,134
4,06/01/2017,143
4,07/01/2012,164
4,07/01/2013,135
4,07/01/2014,125
4,07/01/2015,149
4,07/01/2016,158
4,07/01/2017,141
4,08/01/2012,179
4,08/01/2013,157
4,08/01/2014,157
4,08/01/2015,172
4,08/01/2016,123
4,08/01/2017,108
4,09/01/2012,169
4,09/01/2013,159
4,09/01/2014,126
4,09/01/2015,132
4,09/01/2016,123
4,09/01/2017,134
4,10/01/2012,139
4,10/01/2013,134
4,10/01/2014,160
4,10/01/2015,156
4,10/01/2016,150
4,10/01/2017,146
4,11/01/2012,154
4,11/01/2013,156
4,11/01/2014,161
4,11/01/2015,159
4,11/01/2016,155
4,11/01/2017,128
4,12/01/2012,197
4,12/01/2013,163
4,12/01/2014,133
4,12/01/2015,144
4,12/01/2016,157
4,12/01/2017,129
5,01/01/2013,166
5,01/01/2014,163
5,01/01/2015,141
5,01/01/2016,194
5,01/01/2017,173
5,01/01/2018,149
5,02/01/2013,123
5,02/01/2014,150
5,02/01/2015,130
5,02/01/2016,157
5,02/01/2017,136
5,02/01/2018,123
5,03/01/2013,204
5,03/01/2014,133
5,03/01/2015,150
5,03/01/2016,162
5,03/01/2017,148
5,03/01/2018,160
5,04/01/2013,135
5,04/01/2014,146
5,04/01/2015,154
5,04/01/2016,176
5,04/01/2017,135
5,04/01/2018,5
5,05/01/2013,157
5,05/01/2014,162
5,05/01/2015,165
5,05/01/2016,162
5,05/01/2017,144
5,06/01/2013,164
5,06/01/2014,152
5,06/01/2015,148
5,06/01/2016,130
5,06/01/2017,135
5,07/01/2012,146
5,07/01/2013,154
5,07/01/2014,153
5,07/01/2015,150
5,07/01/2016,169
5,07/01/2017,142
5,08/01/2012,156
5,08/01/2013,141
5,08/01/2014,157
5,08/01/2015,153
5,08/01/2016,148
5,08/01/2017,129
5,09/01/2012,168
5,09/01/2013,171
5,09/01/2014,128
5,09/01/2015,178
5,09/01/2016,148
5,09/01/2017,120
5,10/01/2012,159
5,10/01/2013,141
5,10/01/2014,159
5,10/01/2015,159
5,10/01/2016,167
5,10/01/2017,140
5,11/01/2012,168
5,11/01/2013,176
5,11/01/2014,170
5,11/01/2015,174
5,11/01/2016,160
5,11/01/2017,148
5,12/01/2012,194
5,12/01/2013,159
5,12/01/2014,178
5,12/01/2015,172
5,12/01/2016,165
5,12/01/2017,164
6,01/01/2013,243
6,01/01/2014,247
6,01/01/2015,210
6,01/01/2016,268
6,01/01/2017,244
6,01/01/2018,264
6,02/01/2013,199
6,02/01/2014,244
6,02/01/2015,234
6,02/01/2016,260
6,02/01/2017,221
6,02/01/2018,221
6,03/01/2013,275
6,03/01/2014,227
6,03/01/2015,237
6,03/01/2016,258
6,03/01/2017,239
6,03/01/2018,221
6,04/01/2013,219
6,04/01/2014,225
6,04/01/2015,223
6,04/01/2016,296
6,04/01/2017,199
6,04/01/2018,18
6,05/01/2013,252
6,05/01/2014,219
6,05/01/2015,246
6,05/01/2016,269
6,05/01/2017,237
6,06/01/2013,246
6,06/01/2014,218
6,06/01/2015,228
6,06/01/2016,239
6,06/01/2017,247
6,07/01/2012,222
6,07/01/2013,206
6,07/01/2014,196
6,07/01/2015,244
6,07/01/2016,241
6,07/01/2017,194
6,08/01/2012,206
6,08/01/2013,209
6,08/01/2014,198
6,08/01/2015,237
6,08/01/2016,196
6,08/01/2017,180
6,09/01/2012,253
6,09/01/2013,203
6,09/01/2014,241
6,09/01/2015,239
6,09/01/2016,210
6,09/01/2017,199
6,10/01/2012,221
6,10/01/2013,246
6,10/01/2014,296
6,10/01/2015,258
6,10/01/2016,278
6,10/01/2017,253
6,11/01/2012,264
6,11/01/2013,231
6,11/01/2014,221
6,11/01/2015,272
6,11/01/2016,255
6,11/01/2017,259
6,12/01/2012,274
6,12/01/2013,238
6,12/01/2014,253
6,12/01/2015,277
6,12/01/2016,274
6,12/01/2017,258
7,01/01/2013,342
7,01/01/2014,293
7,01/01/2015,405
7,01/01/2016,359
7,01/01/2017,335
7,01/01/2018,347
7,02/01/2013,301
7,02/01/2014,323
7,02/01/2015,309
7,02/01/2016,315
7,02/01/2017,316
7,02/01/2018,306
7,03/01/2013,362
7,03/01/2014,297
7,03/01/2015,335
7,03/01/2016,433
7,03/01/2017,349
7,03/01/2018,391
7,04/01/2013,350
7,04/01/2014,334
7,04/01/2015,327
7,04/01/2016,465
7,04/01/2017,313
7,04/01/2018,30
7,05/01/2013,372
7,05/01/2014,322
7,05/01/2015,393
7,05/01/2016,439
7,05/01/2017,409
7,06/01/2013,303
7,06/01/2014,314
7,06/01/2015,295
7,06/01/2016,341
7,06/01/2017,361
7,07/01/2012,275
7,07/01/2013,280
7,07/01/2014,250
7,07/01/2015,286
7,07/01/2016,301
7,07/01/2017,297
7,08/01/2012,273
7,08/01/2013,261
7,08/01/2014,242
7,08/01/2015,284
7,08/01/2016,274
7,08/01/2017,277
7,09/01/2012,295
7,09/01/2013,315
7,09/01/2014,347
7,09/01/2015,326
7,09/01/2016,405
7,09/01/2017,345
7,10/01/2012,359
7,10/01/2013,358
7,10/01/2014,365
7,10/01/2015,409
7,10/01/2016,331
7,10/01/2017,394
7,11/01/2012,331
7,11/01/2013,347
7,11/01/2014,333
7,11/01/2015,354
7,11/01/2016,385
7,11/01/2017,437
7,12/01/2012,348
7,12/01/2013,301
7,12/01/2014,300
7,12/01/2015,309
7,12/01/2016,383
7,12/01/2017,340
8,01/01/2013,737
8,01/01/2014,820
8,01/01/2015,892
8,01/01/2016,863
8,01/01/2017,633
8,01/01/2018,705
8,02/01/2013,758
8,02/01/2014,911
8,02/01/2015,715
8,02/01/2016,784
8,02/01/2017,587
8,02/01/2018,631
8,03/01/2013,774
8,03/01/2014,810
8,03/01/2015,862
8,03/01/2016,904
8,03/01/2017,768
8,03/01/2018,764
8,04/01/2013,776
8,04/01/2014,765
8,04/01/2015,688
8,04/01/2016,805
8,04/01/2017,584
8,04/01/2018,42
8,05/01/2013,805
8,05/01/2014,790
8,05/01/2015,795
8,05/01/2016,823
8,05/01/2017,759
8,06/01/2013,677
8,06/01/2014,743
8,06/01/2015,784
8,06/01/2016,688
8,06/01/2017,706
8,07/01/2012,582
8,07/01/2013,586
8,07/01/2014,617
8,07/01/2015,638
8,07/01/2016,539
8,07/01/2017,551
8,08/01/2012,545
8,08/01/2013,553
8,08/01/2014,589
8,08/01/2015,636
8,08/01/2016,617
8,08/01/2017,540
8,09/01/2012,670
8,09/01/2013,779
8,09/01/2014,832
8,09/01/2015,779
8,09/01/2016,709
8,09/01/2017,619
8,10/01/2012,774
8,10/01/2013,847
8,10/01/2014,907
8,10/01/2015,910
8,10/01/2016,681
8,10/01/2017,698
8,11/01/2012,706
8,11/01/2013,876
8,11/01/2014,770
8,11/01/2015,828
8,11/01/2016,697
8,11/01/2017,758
8,12/01/2012,710
8,12/01/2013,705
8,12/01/2014,702
8,12/01/2015,785
8,12/01/2016,669
8,12/01/2017,662
9,01/01/2013,718
9,01/01/2014,841
9,01/01/2015,787
9,01/01/2016,831
9,01/01/2017,583
9,01/01/2018,720
9,02/01/2013,720
9,02/01/2014,828
9,02/01/2015,692
9,02/01/2016,692
9,02/01/2017,635
9,02/01/2018,602
9,03/01/2013,742
9,03/01/2014,720
9,03/01/2015,919
9,03/01/2016,866
9,03/01/2017,695
9,03/01/2018,702
9,04/01/2013,679
9,04/01/2014,695
9,04/01/2015,725
9,04/01/2016,716
9,04/01/2017,561
9,04/01/2018,54
9,05/01/2013,815
9,05/01/2014,819
9,05/01/2015,759
9,05/01/2016,754
9,05/01/2017,704
9,06/01/2013,710
9,06/01/2014,781
9,06/01/2015,775
9,06/01/2016,634
9,06/01/2017,684
9,07/01/2012,693
9,07/01/2013,736
9,07/01/2014,694
9,07/01/2015,740
9,07/01/2016,659
9,07/01/2017,609
9,08/01/2012,677
9,08/01/2013,612
9,08/01/2014,693
9,08/01/2015,761
9,08/01/2016,627
9,08/01/2017,548
9,09/01/2012,745
9,09/01/2013,730
9,09/01/2014,808
9,09/01/2015,756
9,09/01/2016,667
9,09/01/2017,607
9,10/01/2012,762
9,10/01/2013,838
9,10/01/2014,806
9,10/01/2015,852
9,10/01/2016,670
9,10/01/2017,645
9,11/01/2012,715
9,11/01/2013,791
9,11/01/2014,768
9,11/01/2015,794
9,11/01/2016,648
9,11/01/2017,700
9,12/01/2012,725
9,12/01/2013,728
9,12/01/2014,700
9,12/01/2015,730
9,12/01/2016,644
9,12/01/2017,633
